disasterNumber,region,stateNumberCode,state,countyCode,county,city,zip,projectIdentifier,propertyAction,structureType,typeOfResidency,actualAmountPaid,programFy,dateInitiallyApproved,dateApproved,dateClosed,status,programArea,title,type,numberOfProperties,numberOfRecords,damageCategory,granteeTribalIndicator,subgranteeTribalIndicator,id
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,28000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846802a5
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,25000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846802a6
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,73735,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680314
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,31190,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f088468039d
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,32000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f088468039b
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,34000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,3,,50 - 99%,No,No,61339fe0c61c8f08846804de
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,16500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846804be
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,17268,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846804f4
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,33500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680540
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,262990,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680678
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,4300,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846807d5
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,184080,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846807f2
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,37330,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f088468081e
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,28500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846808d2
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,25815,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680921
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,7564,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846809ac
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,10500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe3c61c8f088468223e
1239,6,48,Texas,465,Val Verde,DEL RIO,77840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,13500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f088468223f
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,31155,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f088468246a
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,32000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f0884682469
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,23500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe3c61c8f0884682367
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Relocation,Single Family,Owner Occupied - Principal Residence,14717,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f0884682466
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,11945,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f0884682606
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,16000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f08846823bd
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,28000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f0884682441
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,9000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f088468252a
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,36163,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f08846826a9
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,30500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f08846826b2
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,37000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,3,,50 - 99%,No,No,61339fe3c61c8f08846827d1
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,27165,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f088468285b
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,17500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f08846828e4
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,35140,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f08846844d8
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,26000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684535
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,26500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684552
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,23790,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f08846845c0
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,42162,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684636
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,16228,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684664
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,26630,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684665
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,21907,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f088468475e
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,32485,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684765
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,40000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe5c61c8f08846841fc
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,27000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684273
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,50000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684274
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,23770,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684343
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,22984,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f088468445b
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,29000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846861c6
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,20000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,3,,50 - 99%,No,No,61339fe7c61c8f08846861f0
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,27500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe7c61c8f08846861f2
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,21861,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846861f1
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,52425,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846861f7
1239,6,48,Texas,465,Val Verde,DEL RIO,77840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,35140,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,100%,No,No,61339fe7c61c8f0884686260
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,22500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884686366
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,43886,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884686367
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,32500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f08846864fb
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,74000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f0884686473
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,30712,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f08846864b5
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,46500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f08846864b4
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,21250,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f08846864c5
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,18000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f0884686456
1239,6,48,Texas,465,Val Verde,DEL RIO ,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,Not Applicable,84000,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f088468652f
1239,6,48,Texas,465,Val Verde,DEL RIO,77840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,21320,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f0884686565
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,28357,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f0884686598
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,4100,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f0884686670
1239,6,48,Texas,465,Val Verde,DEL RIO,78840,DR-1239-0002-R,Acquisition/Demolition,Single Family,,25500,1998,1999-05-07T04:00:00.000Z,1999-05-28T04:00:00.000Z,2004-02-13T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f088468666f
